"","year","country","continent","lifeExp","pop","gdpPercap"
"77",1952,"Madagascar","Africa",36.681,4762912,1443.011715
"78",1952,"Malawi","Africa",36.256,2917802,369.1650802
"79",1952,"Malaysia","Asia",48.463,6748378,1831.132894
"80",1952,"Mali","Africa",33.685,3838168,452.3369807
"81",1952,"Mauritania","Africa",40.543,1022556,743.1159097
"82",1952,"Mauritius","Africa",50.986,516556,1967.955707
"83",1952,"Mexico","Americas",50.789,30144317,3478.125529
"84",1952,"Mongolia","Asia",42.244,800663,786.5668575
"85",1952,"Montenegro","Europe",59.164,413834,2647.585601
"86",1952,"Morocco","Africa",42.873,9939217,1688.20357
"87",1952,"Mozambique","Africa",31.286,6446316,468.5260381
"88",1952,"Myanmar","Asia",36.319,20092996,331
"89",1952,"Namibia","Africa",41.725,485831,2423.780443
"90",1952,"Nepal","Asia",36.157,9182536,545.8657229
"91",1952,"Netherlands","Europe",72.13,10381988,8941.571858
"92",1952,"New Zealand","Oceania",69.39,1994794,10556.57566
"93",1952,"Nicaragua","Americas",42.314,1165790,3112.363948
"94",1952,"Niger","Africa",37.444,3379468,761.879376
"95",1952,"Nigeria","Africa",36.324,33119096,1077.281856
"96",1952,"Norway","Europe",72.67,3327728,10095.42172
"97",1952,"Oman","Asia",37.578,507833,1828.230307
"98",1952,"Pakistan","Asia",43.436,41346560,684.5971438
"99",1952,"Panama","Americas",55.191,940080,2480.380334
"100",1952,"Paraguay","Americas",62.649,1555876,1952.308701
"101",1952,"Peru","Americas",43.902,8025700,3758.523437
"102",1952,"Philippines","Asia",47.752,22438691,1272.880995
"103",1952,"Poland","Europe",61.31,25730551,4029.329699
"104",1952,"Portugal","Europe",59.82,8526050,3068.319867
"105",1952,"Puerto Rico","Americas",64.28,2227000,3081.959785
"106",1952,"Reunion","Africa",52.724,257700,2718.885295
"107",1952,"Romania","Europe",61.05,16630000,3144.613186
"108",1952,"Rwanda","Africa",40,2534927,493.3238752
"109",1952,"Sao Tome and Principe","Africa",46.471,60011,879.5835855
"110",1952,"Saudi Arabia","Asia",39.875,4005677,6459.554823
"111",1952,"Senegal","Africa",37.278,2755589,1450.356983
"112",1952,"Serbia","Europe",57.996,6860147,3581.459448
"113",1952,"Sierra Leone","Africa",30.331,2143249,879.7877358
"114",1952,"Singapore","Asia",60.396,1127000,2315.138227
"115",1952,"Slovak Republic","Europe",64.36,3558137,5074.659104
"116",1952,"Slovenia","Europe",65.57,1489518,4215.041741
"117",1952,"Somalia","Africa",32.978,2526994,1135.749842
"118",1952,"South Africa","Africa",45.009,14264935,4725.295531
"119",1952,"Spain","Europe",64.94,28549870,3834.034742
"120",1952,"Sri Lanka","Asia",57.593,7982342,1083.53203
"121",1952,"Sudan","Africa",38.635,8504667,1615.991129
"122",1952,"Swaziland","Africa",41.407,290243,1148.376626
"123",1952,"Sweden","Europe",71.86,7124673,8527.844662
"124",1952,"Switzerland","Europe",69.62,4815000,14734.23275
"125",1952,"Syria","Asia",45.883,3661549,1643.485354
"126",1952,"Taiwan","Asia",58.5,8550362,1206.947913
"127",1952,"Tanzania","Africa",41.215,8322925,716.6500721
"128",1952,"Thailand","Asia",50.848,21289402,757.7974177
"129",1952,"Togo","Africa",38.596,1219113,859.8086567
"130",1952,"Trinidad and Tobago","Americas",59.1,662850,3023.271928
"131",1952,"Tunisia","Africa",44.6,3647735,1468.475631
"132",1952,"Turkey","Europe",43.585,22235677,1969.10098
"133",1952,"Uganda","Africa",39.978,5824797,734.753484
"134",1952,"United Kingdom","Europe",69.18,50430000,9979.508487
"135",1952,"United States","Americas",68.44,157553000,13990.48208
"136",1952,"Uruguay","Americas",66.071,2252965,5716.766744
"137",1952,"Venezuela","Americas",55.088,5439568,7689.799761
"138",1952,"Vietnam","Asia",40.412,26246839,605.0664917
"139",1952,"West Bank and Gaza","Asia",43.16,1030585,1515.592329
"140",1952,"Yemen, Rep.","Asia",32.548,4963829,781.7175761
"141",1952,"Zambia","Africa",42.038,2672000,1147.388831
"142",1952,"Zimbabwe","Africa",48.451,3080907,406.8841148
"143",1957,"Afghanistan","Asia",30.332,9240934,820.8530296
"144",1957,"Albania","Europe",59.28,1476505,1942.284244
"145",1957,"Algeria","Africa",45.685,10270856,3013.976023
"146",1957,"Angola","Africa",31.999,4561361,3827.940465
"147",1957,"Argentina","Americas",64.399,19610538,6856.856212
"148",1957,"Australia","Oceania",70.33,9712569,10949.64959
"149",1957,"Austria","Europe",67.48,6965860,8842.59803
"150",1957,"Bahrain","Asia",53.832,138655,11635.79945
"151",1957,"Bangladesh","Asia",39.348,51365468,661.6374577
"152",1957,"Belgium","Europe",69.24,8989111,9714.960623
"153",1957,"Benin","Africa",40.358,1925173,959.6010805
"154",1957,"Bolivia","Americas",41.89,3211738,2127.686326
"155",1957,"Bosnia and Herzegovina","Europe",58.45,3076000,1353.989176
"156",1957,"Botswana","Africa",49.618,474639,918.2325349
"157",1957,"Brazil","Americas",53.285,65551171,2487.365989
"158",1957,"Bulgaria","Europe",66.61,7651254,3008.670727
"159",1957,"Burkina Faso","Africa",34.906,4713416,617.1834648
"160",1957,"Burundi","Africa",40.533,2667518,379.5646281
"161",1957,"Cambodia","Asia",41.366,5322536,434.0383364
"162",1957,"Cameroon","Africa",40.428,5359923,1313.048099
"163",1957,"Canada","Americas",69.96,17010154,12489.95006
"164",1957,"Central African Republic","Africa",37.464,1392284,1190.844328
"165",1957,"Chad","Africa",39.881,2894855,1308.495577
"166",1957,"Chile","Americas",56.074,7048426,4315.622723
"167",1957,"China","Asia",50.54896,637408000,575.9870009
"168",1957,"Colombia","Americas",55.118,14485993,2323.805581
"169",1957,"Comoros","Africa",42.46,170928,1211.148548
"170",1957,"Congo, Dem. Rep.","Africa",40.652,15577932,905.8602303
"171",1957,"Congo, Rep.","Africa",45.053,940458,2315.056572
"172",1957,"Costa Rica","Americas",60.026,1112300,2990.010802
"173",1957,"Cote d'Ivoire","Africa",42.469,3300000,1500.895925
"174",1957,"Croatia","Europe",64.77,3991242,4338.231617
"175",1957,"Cuba","Americas",62.325,6640752,6092.174359
"176",1957,"Czech Republic","Europe",69.03,9513758,8256.343918
"177",1957,"Denmark","Europe",71.81,4487831,11099.65935
"178",1957,"Djibouti","Africa",37.328,71851,2864.969076
"179",1957,"Dominican Republic","Americas",49.828,2923186,1544.402995
"180",1957,"Ecuador","Americas",51.356,4058385,3780.546651
"181",1957,"Egypt","Africa",44.444,25009741,1458.915272
"182",1957,"El Salvador","Americas",48.57,2355805,3421.523218
"183",1957,"Equatorial Guinea","Africa",35.983,232922,426.0964081
"184",1957,"Eritrea","Africa",38.047,1542611,344.1618859
"185",1957,"Ethiopia","Africa",36.667,22815614,378.9041632
"186",1957,"Finland","Europe",67.49,4324000,7545.415386
"187",1957,"France","Europe",68.93,44310863,8662.834898
"188",1957,"Gabon","Africa",38.999,434904,4976.198099
"189",1957,"Gambia","Africa",32.065,323150,520.9267111
"190",1957,"Germany","Europe",69.1,71019069,10187.82665
"191",1957,"Ghana","Africa",44.779,6391288,1043.561537
"192",1957,"Greece","Europe",67.86,8096218,4916.299889
"193",1957,"Guatemala","Americas",44.142,3640876,2617.155967
"194",1957,"Guinea","Africa",34.558,2876726,576.2670245
"195",1957,"Guinea-Bissau","Africa",33.489,601095,431.7904566
"196",1957,"Haiti","Americas",40.696,3507701,1726.887882
"197",1957,"Honduras","Americas",44.665,1770390,2220.487682
"198",1957,"Hong Kong, China","Asia",64.75,2736300,3629.076457
"199",1957,"Hungary","Europe",66.41,9839000,6040.180011
"200",1957,"Iceland","Europe",73.47,165110,9244.001412
"201",1957,"India","Asia",40.249,4.09e+08,590.061996
"202",1957,"Indonesia","Asia",39.918,90124000,858.9002707
"203",1957,"Iran","Asia",47.181,19792000,3290.257643
"204",1957,"Iraq","Asia",48.437,6248643,6229.333562
"205",1957,"Ireland","Europe",68.9,2878220,5599.077872
"206",1957,"Israel","Asia",67.84,1944401,5385.278451
"207",1957,"Italy","Europe",67.81,49182000,6248.656232
"208",1957,"Jamaica","Americas",62.61,1535090,4756.525781
"209",1957,"Japan","Asia",65.5,91563009,4317.694365
"210",1957,"Jordan","Asia",45.669,746559,1886.080591
"211",1957,"Kenya","Africa",44.686,7454779,944.4383152
"212",1957,"Korea, Dem. Rep.","Asia",54.081,9411381,1571.134655
"213",1957,"Korea, Rep.","Asia",52.681,22611552,1487.593537
"214",1957,"Kuwait","Asia",58.033,212846,113523.1329
"215",1957,"Lebanon","Asia",59.489,1647412,6089.786934
"216",1957,"Lesotho","Africa",45.047,813338,335.9971151
"217",1957,"Liberia","Africa",39.486,975950,620.9699901
"218",1957,"Libya","Africa",45.289,1201578,3448.284395
"219",1957,"Madagascar","Africa",38.865,5181679,1589.20275
"220",1957,"Malawi","Africa",37.207,3221238,416.3698064
"221",1957,"Malaysia","Asia",52.102,7739235,1810.066992
"222",1957,"Mali","Africa",35.307,4241884,490.3821867
"223",1957,"Mauritania","Africa",42.338,1076852,846.1202613
"224",1957,"Mauritius","Africa",58.089,609816,2034.037981
"225",1957,"Mexico","Americas",55.19,35015548,4131.546641
"226",1957,"Mongolia","Asia",45.248,882134,912.6626085
"227",1957,"Montenegro","Europe",61.448,442829,3682.259903
"228",1957,"Morocco","Africa",45.423,11406350,1642.002314
"229",1957,"Mozambique","Africa",33.779,7038035,495.5868333
"230",1957,"Myanmar","Asia",41.905,21731844,350
"231",1957,"Namibia","Africa",45.226,548080,2621.448058
"232",1957,"Nepal","Asia",37.686,9682338,597.9363558
"233",1957,"Netherlands","Europe",72.99,11026383,11276.19344
"234",1957,"New Zealand","Oceania",70.26,2229407,12247.39532
"235",1957,"Nicaragua","Americas",45.432,1358828,3457.415947
"236",1957,"Niger","Africa",38.598,3692184,835.5234025
"237",1957,"Nigeria","Africa",37.802,37173340,1100.592563
"238",1957,"Norway","Europe",73.44,3491938,11653.97304
"239",1957,"Oman","Asia",40.08,561977,2242.746551
"240",1957,"Pakistan","Asia",45.557,46679944,747.0835292
"241",1957,"Panama","Americas",59.201,1063506,2961.800905
"242",1957,"Paraguay","Americas",63.196,1770902,2046.154706
"243",1957,"Peru","Americas",46.263,9146100,4245.256698
"244",1957,"Philippines","Asia",51.334,26072194,1547.944844
"245",1957,"Poland","Europe",65.77,28235346,4734.253019
"246",1957,"Portugal","Europe",61.51,8817650,3774.571743
"247",1957,"Puerto Rico","Americas",68.54,2260000,3907.156189
"248",1957,"Reunion","Africa",55.09,308700,2769.451844
"249",1957,"Romania","Europe",64.1,17829327,3943.370225
"250",1957,"Rwanda","Africa",41.5,2822082,540.2893983
"251",1957,"Sao Tome and Principe","Africa",48.945,61325,860.7369026
"252",1957,"Saudi Arabia","Asia",42.868,4419650,8157.591248
"253",1957,"Senegal","Africa",39.329,3054547,1567.653006
"254",1957,"Serbia","Europe",61.685,7271135,4981.090891
"255",1957,"Sierra Leone","Africa",31.57,2295678,1004.484437
"256",1957,"Singapore","Asia",63.179,1445929,2843.104409
"257",1957,"Slovak Republic","Europe",67.45,3844277,6093.26298
"258",1957,"Slovenia","Europe",67.85,1533070,5862.276629
"259",1957,"Somalia","Africa",34.977,2780415,1258.147413
"260",1957,"South Africa","Africa",47.985,16151549,5487.104219
"261",1957,"Spain","Europe",66.66,29841614,4564.80241
"262",1957,"Sri Lanka","Asia",61.456,9128546,1072.546602
"263",1957,"Sudan","Africa",39.624,9753392,1770.337074
"264",1957,"Swaziland","Africa",43.424,326741,1244.708364
"265",1957,"Sweden","Europe",72.49,7363802,9911.878226
"266",1957,"Switzerland","Europe",70.56,5126000,17909.48973
"267",1957,"Syria","Asia",48.284,4149908,2117.234893
"268",1957,"Taiwan","Asia",62.4,10164215,1507.86129
"269",1957,"Tanzania","Africa",42.974,9452826,698.5356073
"270",1957,"Thailand","Asia",53.63,25041917,793.5774148
"271",1957,"Togo","Africa",41.208,1357445,925.9083202
"272",1957,"Trinidad and Tobago","Americas",61.8,764900,4100.3934
"273",1957,"Tunisia","Africa",47.1,3950849,1395.232468
"274",1957,"Turkey","Europe",48.079,25670939,2218.754257
"275",1957,"Uganda","Africa",42.571,6675501,774.3710692
"276",1957,"United Kingdom","Europe",70.42,51430000,11283.17795
"277",1957,"United States","Americas",69.49,171984000,14847.12712
"278",1957,"Uruguay","Americas",67.044,2424959,6150.772969
"279",1957,"Venezuela","Americas",57.907,6702668,9802.466526
"280",1957,"Vietnam","Asia",42.887,28998543,676.2854478
"281",1957,"West Bank and Gaza","Asia",45.671,1070439,1827.067742
"282",1957,"Yemen, Rep.","Asia",33.97,5498090,804.8304547
"283",1957,"Zambia","Africa",44.077,3016000,1311.956766
"284",1957,"Zimbabwe","Africa",50.469,3646340,518.7642681
"285",1962,"Afghanistan","Asia",31.997,10267083,853.10071
"286",1962,"Albania","Europe",64.82,1728137,2312.888958
"287",1962,"Algeria","Africa",48.303,11000948,2550.81688
"288",1962,"Angola","Africa",34,4826015,4269.276742
"289",1962,"Argentina","Americas",65.142,21283783,7133.166023
"290",1962,"Australia","Oceania",70.93,10794968,12217.22686
"291",1962,"Austria","Europe",69.54,7129864,10750.72111
"292",1962,"Bahrain","Asia",56.923,171863,12753.27514
"293",1962,"Bangladesh","Asia",41.216,56839289,686.3415538
"294",1962,"Belgium","Europe",70.25,9218400,10991.20676
"295",1962,"Benin","Africa",42.618,2151895,949.4990641
"296",1962,"Bolivia","Americas",43.428,3593918,2180.972546
"297",1962,"Bosnia and Herzegovina","Europe",61.93,3349000,1709.683679
"298",1962,"Botswana","Africa",51.52,512764,983.6539764
"299",1962,"Brazil","Americas",55.665,76039390,3336.585802
"300",1962,"Bulgaria","Europe",69.51,8012946,4254.337839
"301",1962,"Burkina Faso","Africa",37.814,4919632,722.5120206
"302",1962,"Burundi","Africa",42.045,2961915,355.2032273
"303",1962,"Cambodia","Asia",43.415,6083619,496.9136476
"304",1962,"Cameroon","Africa",42.643,5793633,1399.607441
"305",1962,"Canada","Americas",71.3,18985849,13462.48555
"306",1962,"Central African Republic","Africa",39.475,1523478,1193.068753
"307",1962,"Chad","Africa",41.716,3150417,1389.817618
"308",1962,"Chile","Americas",57.924,7961258,4519.094331
"309",1962,"China","Asia",44.50136,665770000,487.6740183
"310",1962,"Colombia","Americas",57.863,17009885,2492.351109
"311",1962,"Comoros","Africa",44.467,191689,1406.648278
"312",1962,"Congo, Dem. Rep.","Africa",42.122,17486434,896.3146335
"313",1962,"Congo, Rep.","Africa",48.435,1047924,2464.783157
"314",1962,"Costa Rica","Americas",62.842,1345187,3460.937025
"315",1962,"Cote d'Ivoire","Africa",44.93,3832408,1728.869428
"316",1962,"Croatia","Europe",67.13,4076557,5477.890018
"317",1962,"Cuba","Americas",65.246,7254373,5180.75591
"318",1962,"Czech Republic","Europe",69.9,9620282,10136.86713
"319",1962,"Denmark","Europe",72.35,4646899,13583.31351
"320",1962,"Djibouti","Africa",39.693,89898,3020.989263
"321",1962,"Dominican Republic","Americas",53.459,3453434,1662.137359
"322",1962,"Ecuador","Americas",54.64,4681707,4086.114078
"323",1962,"Egypt","Africa",46.992,28173309,1693.335853
"324",1962,"El Salvador","Americas",52.307,2747687,3776.803627
"325",1962,"Equatorial Guinea","Africa",37.485,249220,582.8419714
"326",1962,"Eritrea","Africa",40.158,1666618,380.9958433
"327",1962,"Ethiopia","Africa",40.059,25145372,419.4564161
"328",1962,"Finland","Europe",68.75,4491443,9371.842561
"329",1962,"France","Europe",70.51,47124000,10560.48553
"330",1962,"Gabon","Africa",40.489,455661,6631.459222
"331",1962,"Gambia","Africa",33.896,374020,599.650276
"332",1962,"Germany","Europe",70.3,73739117,12902.46291
"333",1962,"Ghana","Africa",46.452,7355248,1190.041118
"334",1962,"Greece","Europe",69.51,8448233,6017.190733
"335",1962,"Guatemala","Americas",46.954,4208858,2750.364446
"336",1962,"Guinea","Africa",35.753,3140003,686.3736739
"337",1962,"Guinea-Bissau","Africa",34.488,627820,522.0343725
"338",1962,"Haiti","Americas",43.59,3880130,1796.589032
"339",1962,"Honduras","Americas",48.041,2090162,2291.156835
"340",1962,"Hong Kong, China","Asia",67.65,3305200,4692.648272
"341",1962,"Hungary","Europe",67.96,10063000,7550.359877
"342",1962,"Iceland","Europe",73.68,182053,10350.15906
"343",1962,"India","Asia",43.605,4.54e+08,658.3471509
"344",1962,"Indonesia","Asia",42.518,99028000,849.2897701
"345",1962,"Iran","Asia",49.325,22874000,4187.329802
"346",1962,"Iraq","Asia",51.457,7240260,8341.737815
"347",1962,"Ireland","Europe",70.29,2830000,6631.597314
"348",1962,"Israel","Asia",69.39,2310904,7105.630706
"349",1962,"Italy","Europe",69.24,50843200,8243.58234
"350",1962,"Jamaica","Americas",65.61,1665128,5246.107524
"351",1962,"Japan","Asia",68.73,95831757,6576.649461
"352",1962,"Jordan","Asia",48.126,933559,2348.009158
"353",1962,"Kenya","Africa",47.949,8678557,896.9663732
"354",1962,"Korea, Dem. Rep.","Asia",56.656,10917494,1621.693598
"355",1962,"Korea, Rep.","Asia",55.292,26420307,1536.344387
"356",1962,"Kuwait","Asia",60.47,358266,95458.11176
"357",1962,"Lebanon","Asia",62.094,1886848,5714.560611
"358",1962,"Lesotho","Africa",47.747,893143,411.8006266
"359",1962,"Liberia","Africa",40.502,1112796,634.1951625
"360",1962,"Libya","Africa",47.808,1441863,6757.030816
"361",1962,"Madagascar","Africa",40.848,5703324,1643.38711
"362",1962,"Malawi","Africa",38.41,3628608,427.9010856
"363",1962,"Malaysia","Asia",55.737,8906385,2036.884944
"364",1962,"Mali","Africa",36.936,4690372,496.1743428
"365",1962,"Mauritania","Africa",44.248,1146757,1055.896036
"366",1962,"Mauritius","Africa",60.246,701016,2529.067487
"367",1962,"Mexico","Americas",58.299,41121485,4581.609385
"368",1962,"Mongolia","Asia",48.251,1010280,1056.353958
"369",1962,"Montenegro","Europe",63.728,474528,4649.593785
"370",1962,"Morocco","Africa",47.924,13056604,1566.353493
"371",1962,"Mozambique","Africa",36.161,7788944,556.6863539
"372",1962,"Myanmar","Asia",45.108,23634436,388
"373",1962,"Namibia","Africa",48.386,621392,3173.215595
"374",1962,"Nepal","Asia",39.393,10332057,652.3968593
"375",1962,"Netherlands","Europe",73.23,11805689,12790.84956
"376",1962,"New Zealand","Oceania",71.24,2488550,13175.678
"377",1962,"Nicaragua","Americas",48.632,1590597,3634.364406
"378",1962,"Niger","Africa",39.487,4076008,997.7661127
"379",1962,"Nigeria","Africa",39.36,41871351,1150.927478
"380",1962,"Norway","Europe",73.47,3638919,13450.40151
"381",1962,"Oman","Asia",43.165,628164,2924.638113
"382",1962,"Pakistan","Asia",47.67,53100671,803.3427418
"383",1962,"Panama","Americas",61.817,1215725,3536.540301
"384",1962,"Paraguay","Americas",64.361,2009813,2148.027146
"385",1962,"Peru","Americas",49.096,10516500,4957.037982
"386",1962,"Philippines","Asia",54.757,30325264,1649.552153
"387",1962,"Poland","Europe",67.64,30329617,5338.752143
"388",1962,"Portugal","Europe",64.39,9019800,4727.954889
"389",1962,"Puerto Rico","Americas",69.62,2448046,5108.34463
"390",1962,"Reunion","Africa",57.666,358900,3173.72334
"391",1962,"Romania","Europe",66.8,18680721,4734.997586
"392",1962,"Rwanda","Africa",43,3051242,597.4730727
"393",1962,"Sao Tome and Principe","Africa",51.893,65345,1071.551119
"394",1962,"Saudi Arabia","Asia",45.914,4943029,11626.41975
"395",1962,"Senegal","Africa",41.454,3430243,1654.988723
"396",1962,"Serbia","Europe",64.531,7616060,6289.629157
"397",1962,"Sierra Leone","Africa",32.767,2467895,1116.639877
"398",1962,"Singapore","Asia",65.798,1750200,3674.735572
"399",1962,"Slovak Republic","Europe",70.33,4237384,7481.107598
"400",1962,"Slovenia","Europe",69.15,1582962,7402.303395
"401",1962,"Somalia","Africa",36.981,3080153,1369.488336
"402",1962,"South Africa","Africa",49.951,18356657,5768.729717
"403",1962,"Spain","Europe",69.69,31158061,5693.843879
"404",1962,"Sri Lanka","Asia",62.192,10421936,1074.47196
"405",1962,"Sudan","Africa",40.87,11183227,1959.593767
"406",1962,"Swaziland","Africa",44.992,370006,1856.182125
"407",1962,"Sweden","Europe",73.37,7561588,12329.44192
"408",1962,"Switzerland","Europe",71.32,5666000,20431.0927
"409",1962,"Syria","Asia",50.305,4834621,2193.037133
"410",1962,"Taiwan","Asia",65.2,11918938,1822.879028
"411",1962,"Tanzania","Africa",44.246,10863958,722.0038073
"412",1962,"Thailand","Asia",56.061,29263397,1002.199172
"413",1962,"Togo","Africa",43.922,1528098,1067.53481
"414",1962,"Trinidad and Tobago","Americas",64.9,887498,4997.523971
"415",1962,"Tunisia","Africa",49.579,4286552,1660.30321
"416",1962,"Turkey","Europe",52.098,29788695,2322.869908
"417",1962,"Uganda","Africa",45.344,7688797,767.2717398
"418",1962,"United Kingdom","Europe",70.76,53292000,12477.17707
"419",1962,"United States","Americas",70.21,186538000,16173.14586
"420",1962,"Uruguay","Americas",68.253,2598466,5603.357717
"421",1962,"Venezuela","Americas",60.77,8143375,8422.974165
"422",1962,"Vietnam","Asia",45.363,33796140,772.0491602
"423",1962,"West Bank and Gaza","Asia",48.127,1133134,2198.956312
"424",1962,"Yemen, Rep.","Asia",35.18,6120081,825.6232006
"425",1962,"Zambia","Africa",46.023,3421000,1452.725766
"426",1962,"Zimbabwe","Africa",52.358,4277736,527.2721818
"427",1967,"Afghanistan","Asia",34.02,11537966,836.1971382
"428",1967,"Albania","Europe",66.22,1984060,2760.196931
"429",1967,"Algeria","Africa",51.407,12760499,3246.991771
"430",1967,"Angola","Africa",35.985,5247469,5522.776375
"431",1967,"Argentina","Americas",65.634,22934225,8052.953021
"432",1967,"Australia","Oceania",71.1,11872264,14526.12465
"433",1967,"Austria","Europe",70.14,7376998,12834.6024
"434",1967,"Bahrain","Asia",59.923,202182,14804.6727
"435",1967,"Bangladesh","Asia",43.453,62821884,721.1860862
"436",1967,"Belgium","Europe",70.94,9556500,13149.04119
"437",1967,"Benin","Africa",44.885,2427334,1035.831411
"438",1967,"Bolivia","Americas",45.032,4040665,2586.886053
"439",1967,"Bosnia and Herzegovina","Europe",64.79,3585000,2172.352423
"440",1967,"Botswana","Africa",53.298,553541,1214.709294
"441",1967,"Brazil","Americas",57.632,88049823,3429.864357
"442",1967,"Bulgaria","Europe",70.42,8310226,5577.0028
"443",1967,"Burkina Faso","Africa",40.697,5127935,794.8265597
"444",1967,"Burundi","Africa",43.548,3330989,412.9775136
"445",1967,"Cambodia","Asia",45.415,6960067,523.4323142
"446",1967,"Cameroon","Africa",44.799,6335506,1508.453148
"447",1967,"Canada","Americas",72.13,20819767,16076.58803
"448",1967,"Central African Republic","Africa",41.478,1733638,1136.056615
"449",1967,"Chad","Africa",43.601,3495967,1196.810565
"450",1967,"Chile","Americas",60.523,8858908,5106.654313
"451",1967,"China","Asia",58.38112,754550000,612.7056934
"452",1967,"Colombia","Americas",59.963,19764027,2678.729839
"453",1967,"Comoros","Africa",46.472,217378,1876.029643
"454",1967,"Congo, Dem. Rep.","Africa",44.056,19941073,861.5932424
"455",1967,"Congo, Rep.","Africa",52.04,1179760,2677.939642
